CASE,HFO,LSFO,LNG,HFOLNG,Persian Gulf(LNG),Persian Gulf(method),Japan(LNG),Japan(method),Singapore(LNG),Singapore(method),Valid,Explanation
3587,0,5,15,0,3,Truck to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
3588,0,5,15,0,3,Truck to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
3589,0,5,15,0,3,Truck to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
3590,0,5,15,0,3,Truck to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
3591,0,5,15,0,3,Truck to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
3592,0,5,15,0,3,Truck to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
3593,0,5,15,0,3,Truck to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
3594,0,5,15,0,3,Truck to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
3595,0,5,15,0,3,Truck to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
3596,0,5,15,0,3,Truck to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
3597,0,5,15,0,3,Truck to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
3598,0,5,15,0,3,Truck to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
3599,0,5,15,0,3,Truck to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
3600,0,5,15,0,3,Truck to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
3601,0,5,15,0,3,Truck to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
3602,0,5,15,0,3,Truck to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
3603,0,5,15,0,3,Truck to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
3604,0,5,15,0,3,Truck to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
3605,0,5,15,0,3,Truck to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
3606,0,5,15,0,3,Truck to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
3607,0,5,15,0,3,Ship to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
3608,0,5,15,0,3,Ship to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
3609,0,5,15,0,3,Ship to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
3610,0,5,15,0,3,Ship to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
3611,0,5,15,0,3,Ship to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
3612,0,5,15,0,3,Ship to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
3613,0,5,15,0,3,Ship to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
3614,0,5,15,0,3,Ship to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
3615,0,5,15,0,3,Ship to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
3616,0,5,15,0,3,Ship to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
3617,0,5,15,0,3,Ship to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
3618,0,5,15,0,3,Ship to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
3619,0,5,15,0,3,Ship to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
3620,0,5,15,0,3,Ship to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
3621,0,5,15,0,3,Ship to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
3622,0,5,15,0,3,Ship to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
3623,0,5,15,0,3,Ship to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
3624,0,5,15,0,3,Ship to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
3625,0,5,15,0,3,Ship to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
3626,0,5,15,0,3,Ship to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
3627,0,5,15,0,3,Ship to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
3628,0,5,15,0,3,Ship to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
3629,0,5,15,0,3,Ship to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
3630,0,5,15,0,3,Ship to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
3631,0,5,15,0,3,Ship to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
3632,0,5,15,0,3,Ship to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
3633,0,5,15,0,3,Ship to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
3634,0,5,15,0,3,Ship to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
3635,0,5,15,0,3,Ship to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
3636,0,5,15,0,3,Ship to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
3637,0,5,15,0,3,Ship to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
3638,0,5,15,0,3,Ship to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
3639,0,5,15,0,3,Ship to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
3640,0,5,15,0,3,Ship to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
3641,0,5,15,0,3,Ship to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
3642,0,5,15,0,3,Ship to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
3643,0,5,15,0,3,Ship to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
3644,0,5,15,0,3,Ship to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
3645,0,5,15,0,3,Ship to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
3646,0,5,15,0,3,Ship to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
3647,0,5,15,0,3,Ship to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
3648,0,5,15,0,3,Ship to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
3649,0,5,15,0,3,Ship to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
3650,0,5,15,0,3,Ship to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
3651,0,5,15,0,3,Ship to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
3652,0,5,15,0,3,Ship to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
3653,0,5,15,0,3,Ship to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
3654,0,5,15,0,3,Ship to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
3655,0,5,15,0,3,Ship to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
3656,0,5,15,0,3,Ship to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
3657,0,5,15,0,3,Ship to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
3658,0,5,15,0,3,Ship to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
3659,0,5,15,0,3,Ship to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
3660,0,5,15,0,3,Ship to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
3661,0,5,15,0,3,Ship to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
3662,0,5,15,0,3,Ship to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
3663,0,5,15,0,3,Ship to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
3664,0,5,15,0,3,Ship to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
3665,0,5,15,0,3,Ship to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
3666,0,5,15,0,3,Ship to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
3667,0,5,15,0,3,Shore to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
3668,0,5,15,0,3,Shore to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
3669,0,5,15,0,3,Shore to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
3670,0,5,15,0,3,Shore to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
3671,0,5,15,0,3,Shore to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
3672,0,5,15,0,3,Shore to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
3673,0,5,15,0,3,Shore to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
3674,0,5,15,0,3,Shore to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
3675,0,5,15,0,3,Shore to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
3676,0,5,15,0,3,Shore to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
3677,0,5,15,0,3,Shore to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
3678,0,5,15,0,3,Shore to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
3679,0,5,15,0,3,Shore to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
3680,0,5,15,0,3,Shore to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
3681,0,5,15,0,3,Shore to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
3682,0,5,15,0,3,Shore to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
3683,0,5,15,0,3,Shore to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
3684,0,5,15,0,3,Shore to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
3685,0,5,15,0,3,Shore to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
3686,0,5,15,0,3,Shore to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
3687,0,5,15,0,3,Shore to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
3688,0,5,15,0,3,Shore to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
3689,0,5,15,0,3,Shore to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
3690,0,5,15,0,3,Shore to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
3691,0,5,15,0,3,Shore to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
3692,0,5,15,0,3,Shore to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
3693,0,5,15,0,3,Shore to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
3694,0,5,15,0,3,Shore to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
3695,0,5,15,0,3,Shore to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
3696,0,5,15,0,3,Shore to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
3697,0,5,15,0,3,Shore to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
3698,0,5,15,0,3,Shore to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
3699,0,5,15,0,3,Shore to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
3700,0,5,15,0,3,Shore to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
3701,0,5,15,0,3,Shore to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
3702,0,5,15,0,3,Shore to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
3703,0,5,15,0,3,Shore to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
3704,0,5,15,0,3,Shore to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
3705,0,5,15,0,3,Shore to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
3706,0,5,15,0,3,Shore to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
3707,0,5,15,0,3,Shore to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
3708,0,5,15,0,3,Shore to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
3709,0,5,15,0,3,Shore to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
3710,0,5,15,0,3,Shore to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
3711,0,5,15,0,3,Shore to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
3712,0,5,15,0,3,Shore to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
3713,0,5,15,0,3,Shore to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
3714,0,5,15,0,3,Shore to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
3715,0,5,15,0,3,Shore to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
3716,0,5,15,0,3,Shore to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
3717,0,5,15,0,3,Shore to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
3718,0,5,15,0,3,Shore to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
3719,0,5,15,0,3,Shore to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
3720,0,5,15,0,3,Shore to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
3721,0,5,15,0,3,Shore to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
3722,0,5,15,0,3,Shore to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
3723,0,5,15,0,3,Shore to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
3724,0,5,15,0,3,Shore to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
3725,0,5,15,0,3,Shore to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
3726,0,5,15,0,3,Shore to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
3727,0,10,0,10,0,Truck to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
3728,0,10,0,10,0,Truck to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
3729,0,10,0,10,0,Truck to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
3730,0,10,0,10,0,Truck to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
3731,0,10,0,10,0,Truck to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
3732,0,10,0,10,0,Truck to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
3733,0,10,0,10,0,Truck to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
3734,0,10,0,10,0,Truck to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
3735,0,10,0,10,0,Truck to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
3736,0,10,0,10,0,Truck to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
3737,0,10,0,10,0,Truck to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
3738,0,10,0,10,0,Truck to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
3739,0,10,0,10,0,Truck to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
3740,0,10,0,10,0,Truck to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
3741,0,10,0,10,0,Truck to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
3742,0,10,0,10,0,Truck to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
3743,0,10,0,10,0,Truck to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
3744,0,10,0,10,0,Truck to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
3745,0,10,0,10,0,Truck to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
3746,0,10,0,10,0,Truck to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
3747,0,10,0,10,0,Truck to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
3748,0,10,0,10,0,Truck to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
3749,0,10,0,10,0,Truck to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
3750,0,10,0,10,0,Truck to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
3751,0,10,0,10,0,Truck to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
3752,0,10,0,10,0,Truck to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
3753,0,10,0,10,0,Truck to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
3754,0,10,0,10,0,Truck to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
3755,0,10,0,10,0,Truck to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
3756,0,10,0,10,0,Truck to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
3757,0,10,0,10,0,Truck to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
3758,0,10,0,10,0,Truck to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
3759,0,10,0,10,0,Truck to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
3760,0,10,0,10,0,Truck to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
3761,0,10,0,10,0,Truck to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
3762,0,10,0,10,0,Truck to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
3763,0,10,0,10,0,Truck to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
3764,0,10,0,10,0,Truck to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
3765,0,10,0,10,0,Truck to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
3766,0,10,0,10,0,Truck to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
3767,0,10,0,10,0,Truck to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
3768,0,10,0,10,0,Truck to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
3769,0,10,0,10,0,Truck to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
3770,0,10,0,10,0,Truck to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
3771,0,10,0,10,0,Truck to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
3772,0,10,0,10,0,Truck to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
3773,0,10,0,10,0,Truck to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
3774,0,10,0,10,0,Truck to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
3775,0,10,0,10,0,Truck to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
3776,0,10,0,10,0,Truck to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
3777,0,10,0,10,0,Truck to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
3778,0,10,0,10,0,Truck to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
3779,0,10,0,10,0,Truck to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
3780,0,10,0,10,0,Truck to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
3781,0,10,0,10,1,Truck to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
3782,0,10,0,10,1,Truck to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
3783,0,10,0,10,1,Truck to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
3784,0,10,0,10,1,Truck to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
3785,0,10,0,10,1,Truck to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
3786,0,10,0,10,1,Truck to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
3787,0,10,0,10,1,Truck to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
3788,0,10,0,10,1,Truck to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
3789,0,10,0,10,1,Truck to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
3790,0,10,0,10,1,Truck to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
3791,0,10,0,10,1,Truck to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
3792,0,10,0,10,1,Truck to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
3793,0,10,0,10,1,Truck to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
3794,0,10,0,10,1,Truck to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
3795,0,10,0,10,1,Truck to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
3796,0,10,0,10,1,Truck to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
3797,0,10,0,10,1,Truck to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
3798,0,10,0,10,1,Truck to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
3799,0,10,0,10,1,Truck to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
3800,0,10,0,10,1,Truck to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
3801,0,10,0,10,1,Truck to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
3802,0,10,0,10,1,Truck to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
3803,0,10,0,10,1,Truck to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
3804,0,10,0,10,1,Truck to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
3805,0,10,0,10,1,Truck to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
3806,0,10,0,10,1,Truck to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
3807,0,10,0,10,1,Truck to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
3808,0,10,0,10,1,Truck to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
3809,0,10,0,10,1,Truck to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
3810,0,10,0,10,1,Truck to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
3811,0,10,0,10,1,Truck to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
3812,0,10,0,10,1,Truck to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
3813,0,10,0,10,1,Truck to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
3814,0,10,0,10,1,Truck to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
3815,0,10,0,10,1,Truck to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
3816,0,10,0,10,1,Truck to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
3817,0,10,0,10,1,Truck to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
3818,0,10,0,10,1,Truck to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
3819,0,10,0,10,1,Truck to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
3820,0,10,0,10,1,Truck to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
3821,0,10,0,10,1,Truck to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
3822,0,10,0,10,1,Truck to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
3823,0,10,0,10,1,Truck to Ship,3,Truck to Ship,1,Shore to Ship,TRUE,
3824,0,10,0,10,1,Truck to Ship,3,Truck to Ship,3,Truck to Ship,TRUE,
3825,0,10,0,10,1,Truck to Ship,3,Truck to Ship,3,Ship to Ship,TRUE,
3826,0,10,0,10,1,Truck to Ship,3,Truck to Ship,3,Shore to Ship,TRUE,
3827,0,10,0,10,1,Truck to Ship,3,Ship to Ship,0,Truck to Ship,TRUE,
3828,0,10,0,10,1,Truck to Ship,3,Ship to Ship,1,Truck to Ship,TRUE,
3829,0,10,0,10,1,Truck to Ship,3,Ship to Ship,1,Ship to Ship,TRUE,
3830,0,10,0,10,1,Truck to Ship,3,Ship to Ship,1,Shore to Ship,TRUE,
3831,0,10,0,10,1,Truck to Ship,3,Ship to Ship,3,Truck to Ship,TRUE,
3832,0,10,0,10,1,Truck to Ship,3,Ship to Ship,3,Ship to Ship,TRUE,
3833,0,10,0,10,1,Truck to Ship,3,Ship to Ship,3,Shore to Ship,TRUE,
3834,0,10,0,10,1,Truck to Ship,3,Shore to Ship,0,Truck to Ship,TRUE,
3835,0,10,0,10,1,Truck to Ship,3,Shore to Ship,1,Truck to Ship,TRUE,
3836,0,10,0,10,1,Truck to Ship,3,Shore to Ship,1,Ship to Ship,TRUE,
3837,0,10,0,10,1,Truck to Ship,3,Shore to Ship,1,Shore to Ship,TRUE,
3838,0,10,0,10,1,Truck to Ship,3,Shore to Ship,3,Truck to Ship,TRUE,
3839,0,10,0,10,1,Truck to Ship,3,Shore to Ship,3,Ship to Ship,TRUE,
3840,0,10,0,10,1,Truck to Ship,3,Shore to Ship,3,Shore to Ship,TRUE,
3841,0,10,0,10,1,Ship to Ship,0,Truck to Ship,1,Truck to Ship,TRUE,
3842,0,10,0,10,1,Ship to Ship,0,Truck to Ship,1,Ship to Ship,TRUE,
3843,0,10,0,10,1,Ship to Ship,0,Truck to Ship,1,Shore to Ship,TRUE,
3844,0,10,0,10,1,Ship to Ship,0,Truck to Ship,3,Truck to Ship,TRUE,
3845,0,10,0,10,1,Ship to Ship,0,Truck to Ship,3,Ship to Ship,TRUE,
3846,0,10,0,10,1,Ship to Ship,0,Truck to Ship,3,Shore to Ship,TRUE,
3847,0,10,0,10,1,Ship to Ship,0,Ship to Ship,1,Truck to Ship,TRUE,
3848,0,10,0,10,1,Ship to Ship,0,Ship to Ship,1,Ship to Ship,TRUE,
3849,0,10,0,10,1,Ship to Ship,0,Ship to Ship,1,Shore to Ship,TRUE,
3850,0,10,0,10,1,Ship to Ship,0,Ship to Ship,3,Truck to Ship,TRUE,
3851,0,10,0,10,1,Ship to Ship,0,Ship to Ship,3,Ship to Ship,TRUE,
3852,0,10,0,10,1,Ship to Ship,0,Ship to Ship,3,Shore to Ship,TRUE,
3853,0,10,0,10,1,Ship to Ship,0,Shore to Ship,1,Truck to Ship,TRUE,
3854,0,10,0,10,1,Ship to Ship,0,Shore to Ship,1,Ship to Ship,TRUE,
3855,0,10,0,10,1,Ship to Ship,0,Shore to Ship,1,Shore to Ship,TRUE,
3856,0,10,0,10,1,Ship to Ship,0,Shore to Ship,3,Truck to Ship,TRUE,
3857,0,10,0,10,1,Ship to Ship,0,Shore to Ship,3,Ship to Ship,TRUE,
3858,0,10,0,10,1,Ship to Ship,0,Shore to Ship,3,Shore to Ship,TRUE,
3859,0,10,0,10,1,Ship to Ship,1,Truck to Ship,0,Truck to Ship,TRUE,
3860,0,10,0,10,1,Ship to Ship,1,Truck to Ship,1,Truck to Ship,TRUE,
3861,0,10,0,10,1,Ship to Ship,1,Truck to Ship,1,Ship to Ship,TRUE,
3862,0,10,0,10,1,Ship to Ship,1,Truck to Ship,1,Shore to Ship,TRUE,
3863,0,10,0,10,1,Ship to Ship,1,Truck to Ship,3,Truck to Ship,TRUE,
3864,0,10,0,10,1,Ship to Ship,1,Truck to Ship,3,Ship to Ship,TRUE,
3865,0,10,0,10,1,Ship to Ship,1,Truck to Ship,3,Shore to Ship,TRUE,
3866,0,10,0,10,1,Ship to Ship,1,Ship to Ship,0,Truck to Ship,TRUE,
3867,0,10,0,10,1,Ship to Ship,1,Ship to Ship,1,Truck to Ship,TRUE,
3868,0,10,0,10,1,Ship to Ship,1,Ship to Ship,1,Ship to Ship,TRUE,
3869,0,10,0,10,1,Ship to Ship,1,Ship to Ship,1,Shore to Ship,TRUE,
3870,0,10,0,10,1,Ship to Ship,1,Ship to Ship,3,Truck to Ship,TRUE,
3871,0,10,0,10,1,Ship to Ship,1,Ship to Ship,3,Ship to Ship,TRUE,
3872,0,10,0,10,1,Ship to Ship,1,Ship to Ship,3,Shore to Ship,TRUE,
3873,0,10,0,10,1,Ship to Ship,1,Shore to Ship,0,Truck to Ship,TRUE,
3874,0,10,0,10,1,Ship to Ship,1,Shore to Ship,1,Truck to Ship,TRUE,
3875,0,10,0,10,1,Ship to Ship,1,Shore to Ship,1,Ship to Ship,TRUE,
3876,0,10,0,10,1,Ship to Ship,1,Shore to Ship,1,Shore to Ship,TRUE,
3877,0,10,0,10,1,Ship to Ship,1,Shore to Ship,3,Truck to Ship,TRUE,
3878,0,10,0,10,1,Ship to Ship,1,Shore to Ship,3,Ship to Ship,TRUE,
3879,0,10,0,10,1,Ship to Ship,1,Shore to Ship,3,Shore to Ship,TRUE,
3880,0,10,0,10,1,Ship to Ship,3,Truck to Ship,0,Truck to Ship,TRUE,
3881,0,10,0,10,1,Ship to Ship,3,Truck to Ship,1,Truck to Ship,TRUE,
3882,0,10,0,10,1,Ship to Ship,3,Truck to Ship,1,Ship to Ship,TRUE,
